Tieu de;Tac gia;Chu de;Tu khoa;Link so;Loai
Kết cấu thép tiêu chuẩn thiết kế = Steel structures - Design standard;TCVN 5575 : 2012. Tiêu chuẩn Việt Nam. Tiêu chuẩn ngành xây dựng;Kết cấu thép | Thiết kế | Tiêu chuẩn kĩ thuật | Tiêu chuẩn nhà nước | Việt Nam | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=805;Sach
Thiết kế kết cấu bê tông và bê tông cốt thép = Design of concrete and reinforced concrete structures;TCVN 5574:2018. Tiêu chuẩn Việt Nam. Tiêu chuẩn ngành xây dựng;Bê tông cốt thép | Kết cấu bê tông | Thiết kế | Tiêu chuẩn Nhà nước | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=785;Sach
Hướng dẫn đo bóc khối lượng công trình dân dụng.;Uông Thắng;Công trình xây dựng | Dự toán | Khối lượng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11264;Sach
Cơ sở kỹ thuật năng lượng tái tạo;Phạm Quang Văn;Cơ sở | Kĩ thuật | Năng lượng tái tạo;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11262;Sach
Giáo trình cơ sở thiết kế máy;Nguyễn Văn Yến;Chi tiết máy | Giáo trình | Thiết kế máy;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=9790;Sach
Nguyên lý máy.;Đinh Gia Tường;Nguyên lí máy;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11261;Sach
Nguyên lý động cơ đốt trong;Nguyễn Tất Tiến;Động cơ đốt trong | Nguyên lí;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10578;Sach
Hình học họa hình.;Nguyễn Đình Điện;Hình chiếu trục đo | Hình học họa hình | Hình chiếu thẳng góc;;;Sach
Giáo trình cơ sở thiết kế máy;Nguyễn Hữu Lộc;Giáo trình | Thiết kế máy;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=786;Sach
Bài tập chi tiết máy;Nguyễn Hữu Lộc;Bài tập | Chi tiết máy;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=518;Sach
Kỹ thuật chẩn đoán lỗi và sửa chữa ô tô;Viên Quảng Quân;Chẩn đoán | Kĩ thuật | Ô tô | Sửa chữa;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1798;Sach
Lập trình điều khiển arduino từ cơ bản đến nâng cao;Nguyễn Văn Đông Hải;Điều khiển tự động | Lập trình Arduino;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1799;Sach
Ứng dụng CAE và solidworks tính toán, thiết kế an toàn trong cơ khí;;An toàn | Cơ khí | Thiết kế | Tính toán;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11303;Sach
Lập trình IoT với arduino;Lê Mỹ Hà;Điều khiển | Lập trình | Truyền thông | Vi xử lí;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=910;Sach
Vi điều khiển và ứng dụng - Hướng dẫn sử dụng Arduino;Trương Đình Nhơn;Lập trình | Ứng dụng | Vi điều khiển | Vi xử lí;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=9705;Sach
Python cơ bản;Bùi Việt Hà;Ngôn ngữ lập trình Python | Tin học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1801;Sach
Robot công nghiệp;Phạm Đăng Phước;Công nghiệp | Robot;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1800;Sach
Lý thuyết mạch;Đỗ Huy Giác;Lí thuyết | Mạch điện | Mạch điện tử;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=9386;Sach
Hướng dẫn thiết kế hệ thống lạnh;Nguyễn Đức Lợi;Hệ thống làm lạnh | Thiết kế;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10328;Sach
Khí nén và thủy lực;Trần Thế San;Điều khiển | Thủy lực;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10298;Sach
Hệ thống điều khiển tự động khí nén;Nguyễn Ngọc Phương;Hệ thống điều khiển | Khí nén | Tự động hoá;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=533;Sach
Sổ tay điện mặt trời;Nguyễn Trọng Thắng;Điện mặt trời | Lắp đặt | Sổ tay | Thiết kế;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1795;Sach
Hướng dẫn lập trình CNC trên máy công cụ;Trần Thế San;Công nghệ CNC | Gia công | Lập trình ứng dụng | Máy công cụ điều khiển số;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1797;Sach
Động cơ đốt trong;Phạm Minh Tuấn;Động cơ đốt trong | Giáo trình;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11304;Sach
7 thói quen hiệu quả = The 7 habits of highly effective people;Covey, Stephen R.;Cuộc sống | Tâm lí học ứng dụng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11309;Sach
Quản trị chuỗi cung ứng - Những phương pháp hay nhất;Blanchard, David;Chuỗi cung ứng | Quản trị;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=991;Sach
Giáo trình phân tích và đầu tư chứng khoán;;Chứng khoán | Đầu tư | Giáo trình | Phân tích;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11314;Sach
Giáo trình marketing dịch vụ;Nguyễn Thị Hoàng Yến;Dịch vụ | Giáo trình | Tiếp thị;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1788;Sach
Quản trị tài chính = Fundamentals of financial management;Brigham, Eugene F.;Quản trị | Quản trị tài chính | Tài chính;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1803;Sach
Giải đáp các tình huống thường gặp về thủ tục hải quan xử phạt vi phạm hành chính trong lĩnh vực hải quan và công tác xuất khẩu, nhập khẩu;;Hải quan | Nhập khẩu | Pháp luật | Phạt hành chính | Xuất khẩu;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1037;Sach
Giáo trình quản trị chuỗi cung ứng;;Chuỗi cung ứng | Giáo trình | Quản trị;Thực vật;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1051;Sach
Giáo trình lịch sử nghệ thuật.;;Giáo trình | Lịch sử | Nghệ thuật;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10161;Sach
Giáo trình Lịch sử nghệ thuật.;;Giáo trình | Lịch sử | Nghệ thuật;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10171 https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1793;Sach
Giáo trình mạch điện;Nguyễn Thế Kiệt;Giáo trình | Mạch điện;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1791;Sach
Giáo trình kỹ thuật lập trình C;;Giáo trình | Ngôn ngữ C | Ngôn ngữ lập trình;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11308;Sach
Giáo trình lý thuyết tài chính tiền tệ;Cao Thị Ý Nhi;Giáo trình | Lí thuyết | Tài chính | Tiền tệ;Giảng dạy;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1388;Sach
Quản trị nguồn nhân lực ngành khách sạn;;Giáo trình | Khách sạn | Nhân lực | Quản trị;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1792;Sach
Tài chính cá nhân dành cho người Việt Nam;Lâm Minh Chánh;Tài chính cá nhân;Ngân hàng;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10799;Sach
Giáo trình marketing du lịch;;Du lịch | Giáo trình | Tiếp thị;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11305;Sach
Chiến lược đại dương xanh = Blue ocean strategy;W. Chan Kim;Bí quyết thành công | Chiến lược kinh doanh | Doanh nghiệp;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1802;Sach
Giáo dục ngôn ngữ cho trẻ mầm non;Trần Nguyễn Nguyên Hân;Giáo dục mẫu giáo | Ngôn ngữ | Phương pháp giảng dạy;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10214;Sach
Giáo trình Lí luận và phương pháp hướng dẫn trẻ làm quen với môi trường xung quanh;Hoàng Thị Phương;Giáo dục mẫu giáo | Giáo trình | Môi trường | Phương pháp giảng dạy;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6949;Sach
Phân tâm học nhập môn;Freud, Sigmund;Nhập môn | Phân tâm học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=414;Sach
Giáo trình Mĩ thuật cơ bản;Ngô Bá Công;Giáo trình | Mĩ thuật;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1394;Sach
Giáo trình dinh dưỡng trẻ em;Lê Thị Mai Hoa;Chăm sóc sức khoẻ | Dinh dưỡng | Trẻ em;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11334;Sach
Giáo trình dẫn luận ngôn ngữ học;Bùi Minh Toán;Giáo trình | Ngôn ngữ học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11369;Sach
300 trò chơi tư duy của sinh viên trường đại học Harvard;;Câu đố | Toán | Trò chơi tư duy;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11371;Sach
Dinh dưỡng học;;Dinh dưỡng học;Thực vật;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6939;Sach
Chăm sóc sức khỏe trẻ em;;Chăm sóc sức khỏe | Trẻ em;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6938;Sach
Phương pháp hình thành kĩ năng vận động cho trẻ mầm non;Đặng Hồng Phương;Giáo dục mẫu giáo | Kĩ năng | Phương pháp giảng dạy | Vận động;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11332;Sach
Thấu hiểu & hỗ trợ trẻ tự kỷ;Phạm Toàn;Cẩm nang | Chẩn đoán | Điều trị | Trẻ em | Tự kỉ;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11333;Sach
Tài liệu học tập - Kế toán tài chính 1;;Kế toán tài chính | Tài liệu học tập;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11372;Sach
Tài liệu học tập - Kế toán tài chính 2;;Kế toán tài chính | Tài liệu học tập;Giảng dạy;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1110;Sach
Tài liệu học tập - Kế toán tài chính 3;;Kế toán tài chính | Tài liệu học tập;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1107;Sach
Lý thuyết - bài tập & câu hỏi trắc nghiệm kế toán ngân hàng;Trương Thị Hồng;Bài tập | Kế toán | Ngân hàng | Trắc nghiệm;Ngân hàng;;Sach
Thực hành hệ thống thông tin kế toán;;Hệ thống thông tin | Kế toán | Thực hành;Giảng dạy;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1066;Sach
Nghiệp vụ ngân hàng thương mại;Baker, H. Kent;Ngân hàng thương mại | Nghiệp vụ;Ngân hàng;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=550;Sach
Nguyên lý kế toán;;Kế toán | Nguyên lí;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=8944;Sach
Địa lí du lịch - Cơ sở lí luận và thực tiễn phát triển ở Việt Nam;;Địa lí | Du lịch | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=3361;Sach
Nghệ thuật quản lý tài chính cá nhân;Tracy, Brian;Quản lí | Tài chính cá nhân;Ngân hàng;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6829;Sach
Quản trị học;Nguyễn Thị Liên Diệp;Quản trị học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11329;Sach
Luật Doanh nghiệp (hiện hành);Việt Nam (CHXHCN). Luật lệ và sắc lệnh;Luật Doanh nghiệp | Pháp luật | Văn bản pháp luật;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11328;Sach
Luật Doanh nghiệp năm 2020;Việt Nam (CHXHCN). Luật lệ và sắc lệnh;Luật Doanh nghiệp | Pháp luật | Văn bản pháp luật;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6830;Sach
3 phút sơ cứu;Ngô Đức Hùng;Sơ cứu;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11373;Sach
Kỹ năng tổ chức trò chơi cho trẻ mầm non;Trần Phiêu;Giáo dục mẫu giáo | Trò chơi;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=914;Sach
Lý luận và phê bình văn học;Trần Đình Sử;Lí luận văn học | Phê bình văn học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6945;Sach
Đầu tư tài chính;Bodie, Zvi;Đầu tư tài chính;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11321;Sach
Thống kê ứng dụng trong kinh doanh;;Kinh doanh | Thống kê ứng dụng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=3360;Sach
Giáo trình kinh doanh thương mại;;Giáo trình | Kinh doanh | Thương mại;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=79741;Sach
Sàn sườn bêtông cốt thép toàn khối;Nguyễn Đình Cống;Bê tông cốt thép | Sàn bê tông cốt thép | Sườn bêtông cốt thép;;;Sach
Non nước Việt Nam 63 tỉnh thành : Cẩm nang du lịch Việt Nam;Quang Lân;Cẩm nang | Du lịch;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=7657;Sach
Giáo trình Luật Hôn nhân và gia đình.;Nguyễn Ngọc Điện;Giáo trình | Luật hôn nhân và gia đình | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=448;Sach
Giáo trình Luật Hôn nhân và gia đình.;Nguyễn Ngọc Điện;Giáo trình | Luật hôn nhân và gia đình | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10031;Sach
Giáo trình tham vấn tâm lý;Trần Thị Minh Đức;Tâm lí | Tham vấn | Giáo trình;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=530;Sach
Đọc hiểu và chiến thuật đọc hiểu văn bản trong nhà trường phổ thông;Phạm Thị Thu Hương;Đọc hiểu | Trường phổ thông | Văn bản | Văn học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=7218;Sach
Giáo trình xây dựng kế hoạch dạy học môn Ngữ văn;;Dạy học | Giáo trình | Kế hoạch | Ngữ văn;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11194;Sach
Giáo trình thể loại và tác gia tiêu biểu văn học phương Đông;;Châu Á | Tác giả | Thể loại | Văn học phương Đông;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11201;Sach
Giáo trình thuế;Nguyễn Văn Hiệu;Thuế | Giáo trình;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=8946;Sach
Bơm - Quạt - Máy nén;Lê Xuân Hoà;Máy bơm | Máy nén | Quạt | Thực hành | Lí thuyết;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=8943;Sach
Kết cấu ô tô;;Giáo trình | Kết cấu | Ô tô;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10349;Sach
Tiếp thị 5.0: Công nghệ vị nhân sinh;Kotler, Philip;Công nghệ thông tin | Tiếp thị;Giảng dạy;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6858;Sach
Giáo trình quản trị logistics;;Giáo trình | Kinh doanh | Logistics | Quản trị;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=998;Sach
Luật Hợp tác xã (hiện hành);Việt Nam (CHXHCN). Luật lệ và sắc lệnh;Luật hợp tác xã | Pháp luật | Văn bản pháp luật | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11322;Sach
Hiến pháp nước cộng hòa xã hội chủ nghĩa Việt Nam;Việt Nam (CHXHCN). Luật lệ và sắc lệnh;Hiến pháp | Pháp luật | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1004;Sach
Giáo trình kinh tế phát triển.;Trần Thị Yến;Giáo trình | Kinh tế | Phát triển;Kiểm toán;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1790;Sach
Giáo trình phương pháp nghiên cứu khoa học trong kinh tế;;Giáo trình | Kinh tế | Nghiên cứu khoa học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1786;Sach
Tình hình các tội xâm phạm sở hữu trên địa bàn thành phố Quy Nhơn tỉnh Bình Định;;Bình Định | Quy Nhơn | Sở hữu | Tội phạm | Xâm phạm;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1105;Sach
301 câu đàm thoại tiếng Trung Quốc;Khang Ngọc Hoa;Đàm thoại | Mẫu câu | Tiếng Trung Quốc;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=911;Sach
301 câu đàm thoại tiếng Trung Quốc;Khang Ngọc Hoa;Đàm thoại | Mẫu câu | Tiếng Trung Quốc;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6859;Sach
A course in arithmetic;Serre, Jean-Pierre;Đại số | Toán học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11315;Sach
Lectures on modules and rings;Lam, T. Y.;Đại số | Toán học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11318;Sach
Commutative algebra with a view toward algebraic geometry;Eisenbud, David;Đại số | Hình học | Toán học;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=992;Sach
Giáo trình dự toán xây dựng;;Dự toán | Giáo trình | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=3319 https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=9418;Sach
Đánh giá tài nguyên tự nhiên thị trấn Măng Đen và phụ cận phục vụ phát triển du lịch xanh;Trương Thị Thúy;Du lịch | Măng Đen | Phát triển | Tài nguyên thiên nhiên;;;Luan van
Nghiên cứu giá trị địa chất - địa mạo của thành tạo bazan cột tỉnh Phú Yên cho phát triển du lịch;Đào Duy Thoại;Kinh tế du lịch | Địa chất | Địa mạo | Phú Yên;;;Luan van
